Item code,Description,Lead time (Days)
T-2417,TOOL -  SM TRIANGLE PAD IV SITE  74T,0
T-2418,TOOL - PERIMETER IV SITE 2LVL  74T,0
T-2419,TOOL - SCORE FOR PERIMETER  74T,0
T-2420,"Tool - 7"" Delta, 63 TG, Kiss cut, 0.03"" holes",14
T-2420-1,"Tool - 7"" Delta, 63 TG, Kiss cut, 0.03"" holes",14
T-2421,"Tool Kiss Cut- 7"" Delta, 87 TG,  3 Across, 6 Around",14
T-2422,"Tool - 7"" Delta, 87 TG, 3 Across, 6 Around",14
T-2423,KISSCUT 63T 1AC 3AR,14
T-2424,T-64 AC-1 AR-1 LINEAR HEATED SCORE KISS CUT,0
T-2426,Precision Medical T-Strip Perimeter Die,14
T-2427,"TOOL - MILLIKEN 16"" PACE 4""X5"" DEEP CAVITY M/M",0
T-2430,"TOOL - 14"" sheeter with alignment holes.",0
T-2431,TOOL - MEDLINE 2.8 x.75 RCR  70T,0
T-2432,TOOL - MEDLINE HYDROCOLLOID LINER SCORE TOOL,0
T-2433,TOOL - MEDLINE 2.7 X 1.1  70T,0
T-2434,TOOL - MEDLINE 3X3 HYDROCOLLOID DRESSING TOOL,0
T-2435,TOOL - MEDLINE 1.65X0.83 HYDROCOLLOID DRESSING TOOL,0
T-2436,TOOL - MEDLINE 2.2 X 1.2 RCR   77T,0
T-2437,TOOL - MEDLINE 3X3 HYDROCOLLOID POUCH SHEETER,0
T-2438,TOOL - MEDLINE 1.65X0.83 HYDROCOLLOID POUCH SHEETER TOOL,0
T-2439,TOOL - MPM 1.75x1.75 Cool Magic,0
T-2440,SCORE (3.3838) EXOPACK FOAM,0
T-2441,"TOOL - MEDLINE 2.375"" SHEETER  76T",0
T-2442,TOOL - 3x3 Perimeter Die R1/4 Corners,0
T-2443,TOOL - 7x7 Perimerter Die R 3/8 Corners,0
T-2444,"TOOL - 5"" SHEETER",0
T-2445,TOOL -  PACE 6x6 Foam Die,0
T-2446,"TOOL - 2.375"" X 2.054"" P/S WINDOW  63T",0
T-2447,SCORE (7.3996) EXOPACK FOAM,0
T-2448,TOOL - DB NASAL PERIMETER SM/MD  74T,0
T-2449,TOOL - DB NASAL PERIMETER LRG 88T,0
T-2450,"TOOL - 2.8125"" X 2.375"" M/M  76T",0
T-2451,TOOL - 2.8125  PU SCORE  63T,0
T-2452,TOOL - 2 LVL WINDOW  63T,0
T-2453,TOOL - P/S WINDOW 2.18 X 1.94  63T,0
T-2454,TOOL - M/M PERIM 3.91X2.41  63T,0
T-2455,TOOL - 1.69 X 1.0  M/M  64T,0
T-2456,TOOL - 2.30 X 1.5 P/S WINDOW  72T,0
T-2457,TOOL -  3.88 X 2.0  M/M  PERIM 72T,0
T-2458,TOOL - PU FILM SCORE  66T,0
T-2459,TOOL - WINDOW TOOL SPECIAL  66T,0
T-2460,TOOL - LINEAR P/S SCORE  66T,0
T-2461,TOOL - PERIMETER SPECIAL  66T,0
T-2462,"TOOL - 13"" - 0.75x0.313 Window Diecut",0
T-2463,"TOOL - 13"" X 0.5"" Removable Blade Sheeter",0
T-2464,"TOOL - 13"" - 3""x0.75"" Perimeter Diecut",0
T-2465,"TOOL - 13"" - 4.5""x1.5"" Package die",0
T-2466,"TOOL - 13"" - 1.75x.875 Window die cut",0
T-2467,"TOOL - 13"" x 1.125"" Removable Blade Sheeter",0
T-2468,"TOOL - 13"" - 4""x1.625"" Perimeter Diecut",0
T-2469,"TOOL - 13"" - 5.5""x2.625"" Package Die",0
T-2470,"TOOL - 10"" - WINDOW DIE",0
T-2471,"TOOL - 10"" - PAD DIE",0
T-2472,"TOOL - 10"" - PERIMETER DIE",0
T-2473,"TOOL - 10"" - PACKAGING DIE",0
T-2474,"TOOL - 13"" - WINDOW DIE",0
T-2475,"TOOL - 13"" - PAD DIE",0
T-2476,"TOOL - 13"" - PERIMETER DIE",0
T-2477,"TOOL - 13"" - PACKAGING DIE",0
T-2478,"TOOL - 13"" - WINDOW DIE",0
T-2479,"TOOL - 13"" - PAD DIE",0
T-2480,"TOOL - 13"" - PERIMETER DIE",0
T-2481,"TOOL - 13"" - PACKAGING DIE",0
T-2482,"TOOL - 10"" - .75"" x .75"" R.125 WINDOW DIE",0
T-2483,"TOOL - 10"" - 1"" PAD DIE",0
T-2484,"TOOL - 10"" - KNEE/ELBOW PERIMETER DIE",0
T-2485,"TOOL - 10"" - 4""X3.375"" PACKAGING DIE",0
T-2486,"TOOL - 13"" - WINDOW DIE",0
T-2487,"TOOL - 13"" - PAD DIE",0
T-2488,"TOOL - 13"" - FINGER/KNUCKLE PERIMETER DIE",0
T-2489,"TOOL - 13"" - PACKAGING DIE",0
T-2490,"Tool - ROTARY HOUSE SLITTER 7.0""",0
T-2491,"Tool - 4.0"" SHEETER    DELTA 10.0""",0
T-2492,"TOOL - 13"" - WINDOW DIE",0
T-2493,"TOOL - 13"" - PAD DIE",0
T-2494,"TOOL - 13"" - PERIMETER DIE",0
T-2495,"TOOL - 13"" - PACKAGING DIE",0
T-2496,"TOOL - 13' X 4""  ARGENTUM PERIM  105T",0
T-2497,TOOL - .75 X 7 INNER RCR  105T,0
T-2498,"TOOL - 10"" SHEETER  80T",0
T-2499,TOOL - SPECIAL SHAPE  89T,0
T-2500,"TOOL - .5"" X .75"" RCR  89T",0
T-2501,"TOOL - 8.0"" SHEETER   80T",0
T-2502,"TOOL - 3.0"" X 1.0""  72 TOOTH BAND AID",0
T-2503,"TOOL - IP13"" Removable blade sheeter @.5""",0
T-2504,"TOOL - IP13"" 1X1 R.125",0
T-2505,"TOOL - IP13"" .5X.5 R.625",0
T-2506,"TOOL - 13"" FINGER & KNUCKLE PAD DIE",0
T-2507,"TOOL - IP ANVIL 13"" FINGER AND KNUCKLE",0
T-2508,"TOOL - 1.5"" SHEETER  72 TOOTH",0
T-2509,"TOOL - IP ANVIL 13"" - 1/2""x1/2"" Pad Vacuum Anvil",0
T-2510,TOOL - Lg Oval Perim 90T,0
T-2511,TOOL - LINER SCORE  90T,0
T-2512,TOOL - POUCH SHEETER  80T,0
T-2513,"TOOL  - 10"" - 1.75"" x .875"" Window die cut",0
T-2513-C,"TOOL  - 10"" - 1.75"" x .875"" Window die cut",0
T-2514,"TOOL  - 10"" - 1.125"" Sheeter Die",0
T-2514-B,"TOOL  - 10"" - 1.125"" Sheeter Die",0
T-2515,"TOOL  - 10"" - 4"" x 1.625"" Part Die",0
T-2515-B,"TOOL  - 10"" - 4"" x 1.625"" Part Die",0
T-2515-C,"TOOL  - 10"" - 4"" x 1.625"" Part Die",0
T-2516,"TOOL  - 10"" - 5.0"" x 2.625"" Package Die",0
T-2516-B,"TOOL  - 10"" - 5.0"" x 2.625"" Package Die",0
T-2517,TOOL - TEAR DROP P/S  64T,0
T-2518,TOOL - LINEAR SCORE  64T,0
T-2519,TOOL - LINEAR SLITTER  64T,0
T-2520,"TOOL  - 10"" - 2.5""x2.5"" RCR Window Die",0
T-2521,"TOOL  - 10"" - 3""x3"" RCR Pad Die",0
T-2522,"TOOL  - 10"" - 4""x4"" RCR Part Die",0
T-2523,"TOOL  - 10"" - 5.0""x4.625"" Package Die",0
T-2524,"TOOL - IP ANVIL 13"" - ORIGINAL Vacuum Anvil",0
T-2525,WINDOW,0
T-2526,ADHESIVE PATCH,0
T-2527,LINER COVER,0
T-2528,PERIMETER,0
T-2529,TOOL - ADHESIVE CUT OUT,0
T-2530,"1.5""X1.5"" PERIMETER",0
T-2531,"0.75"" SHEETER",0
T-2533,"TOOL - 2X3 EMBOSSING - DELTA 10.0""",0
T-2534,TOOL - 4X5 EMBOSSING,0
T-2535,TOOL - EMBOSSING ANVIL - DELTA 3,0
T-2536,TOOL - 1.75 X 1.0 SPECIAL SHAPE  75T,0
T-2537,TOOL - 2.0 X 2.19 SPECIAL SHAPE  75T,0
T-2538,"TOOL - P/S SCORE  13""   75T",0
T-2538-10,"TOOL - P/S SCORE  10.0""   75T",0
T-2539,TOOL - SPECIAL SHAPE 2LVL  75T,0
T-2540,TOOL - 4.9 X 2.875 SPECIAL SHAPE  75T,0
T-2541,TOOL - VIDEO JET GEAR   75T,0
T-2542,"TOOL - 4"" Sheeter",0
T-2543,"TOOL - EMBOSSING ANVIL - DELTA 1, 2, 4",0
T-2544,TOOL - P/S SCORE  1AC 1AR  70T,0
T-2545,"TOOL - .39"" X .59"" RCR  70T",0
T-2546,"TOOL - 2.64"" X 1.57"" PERIMETER  70T",0
T-2547,"TOOL - 1"" OD CIRCLES, 2 Across x 6 Around",0
T-2548,"DELTA 10.0"" FLATBED SEALER",0
T-2549,TOOL - P/S SONTARA SCORE - SPECIFIC ENGRAVED,0
T-2550,TOOL - 70T INKJET GEAR 5AR,0
T-2551,MEDLINE P/S SCORE 60T,0
T-2552,"FOIL/LDPE 6""X18"" POUCH OPENER",0
T-2553,"2.5"" X 2.5"" M/M",0
T-2556,"Tool - 4"" x 5"" Thin Film Dressing Perimeter",0
T-2557,"Tool -   13.0"" ADJUSTABLE SCORE UNIT-THIN FILM LINER",0
T-2558,TOOL - ADJUSTABLE SCORE  96T  PU FILM LNR,0
T-2559,"1.125""x8.875"" Window Cut Out",0
T-2560,"2.125""x10"" Drawtex Cut",0
T-2561,"3.5""x12"" Perimeter Cut",0
T-2562,TOOL - ADJUSTABLE SCORE  96T,0
T-2563,"TOOL - 10"" WINDOW DIE",0
T-2564,"TOOL - 10"" PAD DIE",0
T-2565,"TOOL - 10"" PART DIE (4x4, 2x2)",0
T-2566,"TOOL - 10"" PACKAGE DIE",0
T-2567,"TOOL - .5"" CIRCLE  84T",0
T-2568,"TOOL - .75"" CIRCLE  84T",0
T-2569,TOOL - PU FILM WINDOW  96T,0
T-2570,TOOL - SMALL WINDOW  96T,0
T-2571,TOOL - SPECIAL SHAPE  96T,0
T-2572,TOOL - PERIMETER  96T,0
T-2573,TOOL - MPM ANCHOR PERIMETER  64T,0
T-2574,TOOL - MPM ANCHOR CARD  64T,0
T-2575,"TOOL - 10"", 11.625"" REPEAT SHEETER DIE",0
T-2576,TOOL - .75 X 3.75 RCR   72T,0
T-2577,"TOOL - 6.0"" SHTR  96T",0
T-2578,TOOL - 4.0 X 9.0 RCR   72T,0
T-2579,TOOL - 6.25X4 RCR PERIMETER 64T,14
T-2580,"TOOL - 13"" - 0.75x0.313 Window Diecut",0
T-2580-B,"TOOL - 13"" - 0.75x0.313 Window Diecut",0
T-2581,"TOOL - 13"" - 3""x0.75"" Perimeter Diecut",0
T-2581-B,"TOOL - 13"" - 3""x0.75"" Perimeter Diecut",0
T-2582,"TOOL - IP ANVIL 13"" - 1""x0.5"" pads",0
T-2587,TOOL -  3.91 X 17.52  PU WINDOW 152T,0
T-2588,TOOL - 2.47 X 14.8 ADH PATCH  152T,0
T-2589,TOOL - 2.08 X 13.8 ADH PATCH LINER  152T,0
T-2590,TOOL - 3.42 X 15.8 ADH WINDOW  152T,0
T-2591,TOOL - 5.24 X 19.00  PERIMETER  152T,0
T-2592,TOOL - STAND OFF (X4) PREVENA LRG,0
T-2593,TOOL - PU Film Score Pressure Wheel,0
T-2594,TOOL - Silicone Window cut out tool for 6x6 Dressing,0
T-2595,"TOOL - 4""x4.313"" FOAM DIE",0
T-2596,TOOL - ENGRAVED SCORE / PU FILM-MS  2AC,0
T-2597,TOOL - ENGRAVED SCORE PU FILM -MS,0
T-2598,TOOL - PREVENA FOLDERS / LEFT & RIGHT,0
T-2599,"TOOL - HARMAC FILTER DISC 0.39"" CIRCLE W/PIN",0
T-2601,"TOOL - IP13"" Machined Sheeter 1/2""",0
T-2602,"TOOL - 3.875"" SHEETER  93T",0
T-2603,TOOL - PRESSURE ROLLER  67T,0
T-2605,"TOOL - .5"" CIRCLE  70T",0
T-2606,"TOOL - .6875"" CIRCLE  70T",0
T-2607,"ENRAVED SLITTER 1.0""",0
T-2608,"6.625"" X 1.125"" WINDOW",0
T-2609,"7.75"" x 2.125"" PAD",0
T-2610,"9.75"" X 3.5"" PERIMETER",0
T-2611,"2.875"" X 1.125"" WINDOW",0
T-2612,"4"" X 2.125"" PAD",0
T-2613,"6"" X 3.5"" PERIMETER",0
T-2614,"MEDTRONIC 0.75"" SHEETER",0
T-2615,"MEDTRONIC 1.5""X1.5"" PERIMETER",0
T-2616,"TOOL - 3.625"" LINEAR SCORE  76T",0
T-2617,"TOOL - 3.875"" LINEAR SCORE  76T",0
T-2618,"TOOL - 3.375"" LINEAR SCORE  76T",0
T-2620,"TOOL - 4.02""x5"" Package Die",0
T-2623,"TOOL - LINEAR SCORE  PU FILM 4X5 (13"" CENTERED TO 7"")",0
T-2624,TOOL - 3.875 X 3.25 SPECIAL SHAPE  96T,0
T-2625,"TOOL - 1.25"" SLITTER  60T",0
T-2629,TOOL - GEL DRESSING RCR SONTARA,0
T-2630,TOOL - GEL DRESSING  GEL PAD,0
T-2631,"TOOL - 2.95"" PU FILM SCORE  63T",0
T-2632,"TOOL  6"" X 8"" DEEP CAVITY GEL",0
T-2633,TOOL P/S SLITTER 2AC 1AR 60T,0
T-2634,TOOL - P/S 2.125  PU FILM WINDOW 1AC 5AR 80T,0
T-2635,TOOL - P/S  PERIMETER #1 1AC 5AR  80T,0
T-2636,TOOL - M/M PERIMETER#2  1AC 5AR  80T,0
T-2637,TOOL - CIRCLE LINER CUT 92T,0
T-2638,TOOL - PU FILM WINDOW 92T,0
T-2639,TOOL - OCCLUSIVE WINDOW 92T,0
T-2640,TOOL - PAD RCR 92T,0
T-2641,TOOL - PERIMETER CUT 92T,0
T-2642,TOOL - M/M  PERIMETER 1AC 3AR  81T,0
T-2643,TOOL - M/M  SPLINT PERIMETER 1AC 4AR 76T,0
T-2644,TOOL - P/S  7 MG PATCH 2AC 6AR  54T,0
T-2645,TOOL - M/M  7 MG LINER 2AC 6AR  54T,0
T-2646,TOOL - P/S  21 MG PATCH 2AC 4AR  66T,0
T-2647,TOOL - M/M 14 MG LINER 2AC 5AR  76T,0
T-2648,TOOL - P/S  14 MG PATCH 2AC 5AR  76T,0
T-2649,TOOL - ADJUSTABLE SCORE 4AC 76T,0
T-2650,TOOL - Precision Med Liner Score,0
T-2651,"TOOL - Precision Med Strips, Part Die",0
T-2652,"TOOL - .25"" CIRCLE P/S 96T",0
T-2653,"TOOL - 2.0"" X 3.0"" SPECIAL SHAPE  96T",0
T-2654,"TOOL - 3.0"" X 4.0"" M/M 96T",0
T-2655,"TOOL - 2.13"" X 1.1""  P/S  80T",0
T-2656,TOOL - 2.32 X 1.29 RCR 80T,0
T-2657,TOOL - SCORE / SLIT 2 LVL 60T,0
T-2658,TOOL - 1.94X1.94  SPECIAL SHAPE 90T,0
T-2659,TOOL - 3.18 X 2.31 SPECIAL SHAPE  90T,0
T-2660,TOOL -  SPECIAL SHAPE 90T,0
T-2661,TOOL - UNDER SCORE 90T,0
T-2662,TOOL -  PERIMETER 90T,0
T-2663,"TOOL - 4.75"" HARMAC MACHINE SHARPEN SCORE",0
T-2664,"TOOL - 3"" Sheeter",0
T-2665,TOOL - OXYBAND RCR 2LVL  92T,0
T-2668,QUALITEL MULTI LEVEL BOTTOM DIE,0
T-2669,QUALITEL CREASE BLADE W ANVIL,0
T-2670,QUALITEL MESH KC,0
T-2671,QUALITEL PERIMETER,0
T-2672,QUALITEL TRIM CUT,0
T-2673,"1/8"" HOLE PATTERN 7"" 80 TG",0
T-2674,"TOOL - 1.5""x1.5"" Silicone Window cut out tool",0
T-2675,"TOOL - 2""x2.333"" Foam Tool",0
T-2676,"18.5"" Sheeter 16"" Die",0
T-2677,Rubber Nip/Sealing Roller,0
T-2678,"TOOL - 4.375"" SHEETER  7.0"" DELTA   70T",0
T-2679,"TOOL - 3"" X 4""  W/.375"" CIRCLE 2LVL  70T",0
T-2680,TOOL - PREVENA KNEE MED ADH FILM CUTOUT M/M,0
T-2681,TOOL - PREVENA KNEE MED TOP ADH K/C,0
T-2682,TOOL - PREVENA KNEE MED TOP ADH LNR K/C,0
T-2683,TOOL - PREVENA KNEE MED WINDOW K/C,0
T-2684,TOOL - PREVENA KNEE MED PERIMETER M/M,0
T-2685,"TOOL - .125"" CIRCLE PIN PUNCH",0
T-2686,"TOOL - 10"", 1.5""x3"" (12 Gang)",0
T-2687,"TOOL - 10"", 3""x5"" (4 Gang)",0
T-2688,TOOL - HIGH HEAT NIP ROLLER (BLUE),0
T-2689,"TOOL - 16"" Pace, 4X4 RCR, 3 AC 3 AR, 96 TG",0
T-2690,"TOOL - 16"" Pace, LINER SCORE, 3 AC, 80 TG",0
T-2691,"TOOL - 16"" Pace, 3x2 RCR, 4 AC 5 AR, 80 TG",0
T-2692,"TOOL - 16"" Pace, LINER SCORE, 4 AC, 80 TG",0
T-2693,TOOL - LINEAR SCORE  70T,0
T-2694,"TOOL - 2"" X 1""  RCR  P/S  70T",0
T-2695,"TOOL - 2.875"" X 1.75""  M/M  RCR  70T",0
T-2696,TOOL - 7.5 X 2.625 SPECIAL SHAPE  69T,0
T-2697,TOOL - 1.876 X 1.625 SPECIAL SHAPE  60T,0
T-2698,TOOL - 5.8125 X 2.875 SPECIAL SHAPE  69T,0
T-2699,"TOOL - 12.0"" M/M SHEETER  96T",0
T-2700,"TOOL - .75"" X 9.75"" M/M RCR  122T",0
T-2701,TOOL - M/M PERIMETER 1AC 1AR  122T,0
T-2702,S&N HEATED SCORE TOOL,0
T-2703,"TOOL - 16"" PACE, 8""x20"", R0.25""",0
T-2704,"TOOL - 10.0"" ADJUSTABLE P/S SCORE  72T",0
T-2705,"TOOL - 10.0"" X 8.25""  P/S RCR 132T",0
T-2707,"TOOL - 16"" PACE 5""X4.219"" DEEP CAVITY",0
T-2708,"TOOL - .5"" x .91"" 2 LVL SCORE & SLITTER  60T",0
T-2709,TOOL - 3.67 X 2.37 SPECIAL SHAPE WINDOW  102T,0
T-2710,TOOL - P/S 2LVL 1.79 X 2.8 PU WINDOW  102T,0
T-2711,TOOL - P/S SCORE BOTTOM CUTTER  70T,0
T-2712,TOOL - 7.9 X 3.75 M/M PERIMETER  102T,0
T-2713,TOOL - LINEAR SLITTER / LABEL  66T,0
T-2714,TOOL - PIGGY BACK LABEL  2LVL  66T,0
T-2715,"TOOL - 10.0"" PU FILM SCORE 68T",0
T-2716,"TOOL - 10.0"" PU FILM WINDOW  68T",0
T-2717,"TOOL -  10.0"" ADH. PATCH  68T",0
T-2718,"TOOL - 10.0"" ADHESIVE LINER  68T",0
T-2719,"TOOL - 10.0"" PERIMETER  68T",0
T-2720,TOOL - SPECIAL SHAPE 3.83 X 3.0 72T,0
T-2721,TOOL - LINEAR SCORE 72T,0
T-2722,TOOL - LINEAR SCORE 72T,0
T-2723,"TOOL - HARMAC  .5"" PLOW FOLDER",0
T-2724,TOOL - 3 x 3 PERIMETER 75T,0
T-2725,TOOL -  2 IN SHEETER 96T,0
T-2726,TOOL -  4 x 4 PERIMETER 99T,0
T-2727,TOOL - 2.75 IN SHEETER 110T,0
t-2727-2,tool,0
T-2728,TOOL - 6 X 6 PERIMETER TOOL 98T,0
T-2729,"TOOL - 4.75"" SHEETER 76T",0
T-2730,TOOL - 4 X 10 OVIK HEALTH PERIMETER TOOL 81T,0
T-2731,"TOOL - 8.5"" OVIK HEALTH SHEETER TOOL 68T",0
T-2732,TOOL - 1.5 x 1.5 OVIK HEALTH WINDOW CUT TOOL 75T,0
T-2733,TOOL - 2.25 x 2.25 WINDOW CUT MILLIKEN 99T,0
T-2734,TOOL - 4.25 x 4.25 WINDOW CUT OVIK HEALTH 98T,0
T-2735,TOOL - 8.25 x 2.25 WINDOW CUT OVIK HEALTH 81T,0
T-2736,TOOL - 3.0 X 9.123  P/S WINDOW  81T,0
T-2737,TOOL -  .75 X 6.75 INNER RCR M/M  98T,0
T-2738,"TOOL - 9.0"" PAD SHEETER  72T",0
T-2739,TOOL - 4.5 X 12 PERIMETER  M/M  98T,0
T-2740,TOOL - PRECO BASE ROLL - LAMINATOR,0
T-2741,TOOL - P/S SCORE  HYDROGEL DRESSING 75T,0
T-2742,TOOL - P/S RCR 2.1 X 1.1625  75T,0
T-2743,TOOL - P/S 1.75 X .75  RCR  75T,0
T-2744,TOOL - M/M  2.875 X 1.5625  SPECIAL SHAPE  75T,0
T-2745,TOOL-WAVY SCORE 112T,0
T-2746,TOOL - 4.5 X 3.5 RCR P/S 80T,0
T-2747,TOOL - 6 X 5  M/M  80T,0
T-2748,"TOOL - 13.125"" SHEETER 105TG GELOK",0
T-2749,TOOL - M/M  RCR 13.875X2.56  114TG PILLOW PERIMETER,0
T-2750,"TOOL - P/S  13.""X2"" RCR 141TG SIGMA WINDOW",0
T-2751,TOOL - P/S  13.295X3.01 RCR 141TG PERF FILM,0
T-2752,TOOL - M/M  SPECIAL SHAPE 141TG DRSG PERIMETER,0
T-2754,TOOL - P/S SPECIAL SHAPE  141TG FRAME WINDOW,0
T-2755,TOOL - HEATED TOOL SPECIAL SHAPE  114TG,0
T-2756,TOOL - KCI REGISTRATION CUT OUT,0
T-2757,TOOL - ADJUSTABLE LINEAR SCORE   60T,0
T-2758,TOOL - P/S  .473 X 7.559  126T,0
T-2759,TOOL - ADJUSTABLE SCORE 6 BLADES,28
T-2761,TOOL - 5.25 X 4.2487  P/S 80T  1AC  1AR,28
T-2762,TOOL - 2.11 X .86  M/M  84T  4AC 12AR,28
T-2763,Millipore KC Geometric Features 102T,0
T-2764,TOOL - 1.375 X 2.5 2 LVL  84T,0
T-2765,TOOL -  P/S UNDERSCORE 4 BLADES,0
T-2766,TOOL - P/S UNDER SCORE  PU FILM  84T,0
T-2767,TOOL -  2.312 X 2.0   P/S WINDOW  63T,0
T-2768,"TOOL - 1.5"" M/M SHEETER 60T",0
T-2769,TOOL - 4.0 X 2.375 M/M PERIM. 63T,0
T-2770,TOOL HEATED RUBBER ANVIL 79T,0
T-2771,"TOOL - 3.75"" SCORE 68T",0
T-2772,"TOOL - 3.0"" X 3.25"" P/S WINDOW  96T",0
T-2773,"TOOL - 2.5""  M/M PAD SHEETER 60T",0
T-2774,"TOOL - 4.5"" X 3.75"" M/M PERIMETER 96T",0
T-2775,"TOOL - 3.75"" P/S SCORE 65T",0
T-2776,"TOOL - 4.0625"" M/M SHEETER  65T",0
T-2777,"TOOL - 3.25"" X 5.125"" P/S WINDOW  82T",0
T-2778,"TOOL - 4.5"" X 4.75"" M/M 82T",0
T-2782,"TOOL - 1.5748"" X 1.9685"" OVAL SHAPE",0
T-2783,"TOOL - 4.1752"" X 6.1426"" SPECIAL SHAPE",0
T-2784,TOOL - ADJUSTABLE P/S SCORE  66T,0
T-2785,TOOL - .7874 X .5906 HYDROCOLLOID 66T,0
T-2786,TOOL - 1.9637 X 1.19 M/M  66T,0
T-2787,TOOL - .7874 X .5906 HYDROGEL 66T,0
T-2788,"TOOL - 4""X4"" PERIMETER M/M 2 AC 2 AR",0
T-2789,"TOOL - 4""X10"" PERIMETER M/M 2 AC 2 AR",0
T-2790,"TOOL - 10"" DELTA ADHESIVE SCORING TOOL, 75 TG",0
T-2791,"TOOL - 10"" DELTA 1.625"" PERIMETER TOOL (2-LVL), 75 TG",0
T-2792,"TOOL VIDEOJET GEAR 114T   14.25"" REPEAT",14
T-2793,"TOOL - 2.0"" SHEETER  64T",0
T-2794,TOOL -  2.75 X 2.75 M/M RCR 88T,0
T-2795,"TOOL - 3.75"" SHEETER  90T",0
T-2796,"TOOL - 3.25"" SHEETER  78T",0
T-2797,TOOL - 2.75 X 4.0 M/M RCR  96T,0
T-2798,"TOOL - 5.0"" SHEETER  80T",0
T-2799,"TOOL -10"" LINEAL SCORE 64T 2.75""",0
T-2800,"TOOL - 7"" LINEAL SCORE 64T 2.75""",0
T-2806,TOOL - SPECIAL SHAPE 3.94 X 3.125  M/M  78T,0
T-2807,TOOL - THIN FILM WINDOW SLUG SHOOT,0
T-2808,TOOL - SPECIAL SHAPE KC WHITE PSA,0
T-2809,TOOL - SPECIAL SHAPE KC MESH,0
T-2810,TOOL - SPECIAL SHAPE KC MELINEX,0
T-2811,TOOL - PERIMETER KC,0
T-2812,TOOL - SPECIAL SHAPE KC,0
T-2813,TOOL - PERIMETER KC,0
T-2814,TOOL - SPECIAL SHAPES KC,0
T-2815,TOOL - SPECIAL SHAPES KC MESH,0
T-2816,TOOL - SPECIAL SHAPES KC PERIMETER,0
T-2817,TOOL - SPECIAL SHAPES KC,0
T-2818,TOOL - SPECIAL SHAPES KC TOPAS COC,0
T-2819,TOOL - PERIMETER KC,0
T-2820,"TOOL - 1.5"" X 1.5"" RCR M/M 72T",0
T-2821,TOOL - WAVY SCORE P/S 60T,0
T-2822,"TOOL - 2.375"" M/M ENGRAVED SLITTER  60T",0
T-2823,TOOL - SPECIAL SHAPE 3.0 X 2.0  69T,0
T-2824,TOOL - SPECIAL SHAPE 3.625 X 3.8438  69T,0
T-2825,"TOOL - UNDERSCORE 4.5""   69T",0
T-2826,"TOOL - 5.875"" X 4.0""  M/M 69T",0
T-2827,TOOL - 2.0 X 1.13  M/M 86T,0
T-2828,TOOL - 2.19 X 2.35 86T,0
T-2829,"TOOL - 2.63"" UNDER SCORE 70T",0
T-2830,TOOL - 3.875 X 2.375  PERIM M/M 86T,0
T-2831,"TOOL - 2.375"" SHEETER 76T",0
T-2832,TOOL - 4.75 X 4.0  M/M  96T,0
T-2833,TOOL - AIR WAND,0
T-2834,TOOL - D13 PRINT CYLINDER  80T,0
T-2835,TOOL - MEDLINE SPECIAL SHAPE KISSCUT 76T,0
T-2836,TOOL - MEDLINE OVAL M/M 76T,0
T-2837,TOOL - P/S WAVY SCORE 75T,0
T-2838,"TOOL - 1.25"" PAD SHEETER 60T",0
T-2839,TOOL - 2.75 X 2.375 M/M  PERIM. 76T,0
T-2840,TOOL - 4X4 FENESTRATED P/S 2AC 2AR 66T,0
T-2841,TOOL - 2X2 PS 4 AC 4 AR 64T,0
T-2842,TOOL - WAVY SCORE  4 AC P/S 66T,0
T-2843,TOOL - WAVY SCORE/SLIT 6 AC M/L 66T,0
T-2844,TOOL - WAVY SCORE 2 AC P/S 66T,0
T-2845,TOOL - WAVY SCORE/SLIT 4 AC M/L 66T,0
T-2846,TOOL - HARMAC MODIFIED WINDOW,0
T-2847,TOOL - ANCHOR PERIMETER M/M 80T,0
T-2848,TOOL - ANCHOR SCORE  70T,0
T-2849,TOOL - ANCHOR SCORE  80T,0
T-2850,"TOOL - 2"" SHEETER",0
T-2851,"TOOL - PERIMETER, M/M, 1 ACR 2 AR, 68T",0
T-2852,"TOOL - PERIMETER, M/M, 1 ACR 2 AR, 100T",0
T-2853,"TOOL - P/S SCORE .5""  60T",0
T-2854,"TOOL - M/M SLITTER  .5"" 60T",0
T-2855,"TOOL - P/S  .5"" SCORE  60T",0
T-2856,"TOOL - M/M .5"" SLITTER",0
T-2857,"TOOL - 4"" SHEETER 96T 1AC 3 AR",0
T-2859,"TOOL - 1.5"" M/M SHEETER  13"" 72T",0
T-2860,"TOOL - P/S WAVY SCORE 13""  72T",0
T-2861,"TOOL - 9.75"" X 3.5"" M/M PERIM 13""  84T",0
T-2862,TOOL - LINEAR SLITTER  M/M  60T,0
T-2863,TOOL - P/S WAVY SCORE  60T,0
T-2865,"TOOL - 8.0"" SHEETER  128T",0
T-2870,"T - WAVY SCORE P/S 10.0""  60T",0
T-2871,"TOOL - 8.0"" X 6.0"" M/M PERIM  96T",0
T-2872,TOOL -  3.2 X 2.5 P/S RCR PHARMCHEM MOD 68T,0
T-2873,"TOOL - 5.0"" LINEAR SCORE P/S 75T",0
T-2874,TOOL - 3.0 X 4.25  102T,0
T-2875,TOOL - 3.25 X 3.25 RCR 102T,0
T-2876,"TOOL - 2.0"" SHEETER  96T",0
T-2877,TOOL - 4.875 X 4.0  102T,0
